Facility_ID,Street_No,Street_Name,Street_Type,Street_Direction,Postal_Code,Prov_Terr,City,Facility_Type_ID
54304,-1,,,,,ON,Sault Ste. Marie,FT11
54305,-1,,,,,ON,Sault Ste. Marie,FT11
54306,-1,,,,,ON,Marathon,FT11
54307,-1,,,,,ON,Algoma,FT11
54308,-1,,,,,ON,Algoma,FT11
54309,-1,,,,,ON,Algoma,FT11
54310,-1,,,,,ON,Sault Ste. Marie,FT11
54311,-1,,,,,ON,Algoma,FT11
54312,-1,,,,,ON,Thunder Bay,FT11
54313,-1,,,,,ON,Thunder Bay,FT11
54314,-1,,,,,ON,Sault Ste. Marie,FT11
54315,-1,,,,,ON,Algoma,FT11
54316,-1,,,,,ON,Sault Ste. Marie,FT11
54317,-1,,,,,ON,Algoma,FT11
54318,-1,,,,,ON,Algoma,FT11
54319,-1,,,,,ON,Thunder Bay,FT11
54320,-1,,,,,ON,Algoma,FT11
54321,-1,,,,,ON,Algoma,FT11
54322,-1,,,,,ON,Algoma,FT11
54323,-1,,,,,ON,Algoma,FT11
54324,-1,,,,,ON,Algoma,FT11
54325,-1,,,,,ON,Adjala-Tosorontio,FT11
54326,-1,,,,,ON,Algoma,FT11
54327,-1,,,,,ON,Tiny,FT11
54328,-1,,,,,ON,Algoma,FT11
54329,-1,,,,,ON,Algoma,FT11
54330,-1,,,,,ON,Algoma,FT11
54331,-1,,,,,ON,Algoma,FT11
54332,-1,,,,,ON,Algoma,FT11
54333,-1,,,,,ON,Sault Ste. Marie,FT11
54334,-1,,,,,ON,Adjala-Tosorontio,FT11
54335,-1,,,,,ON,Chatham-Kent,FT11
54336,-1,,,,,ON,Algoma,FT11
54337,-1,,,,,ON,Prince,FT11
54338,-1,,,,,ON,Killarney,FT11
54339,-1,,,,,ON,Algoma,FT11
54340,-1,,,,,ON,Algoma,FT11
54341,-1,,,,,ON,Algoma,FT11
54342,-1,,,,,ON,Algoma,FT11
54343,-1,,,,,ON,Nipigon,FT11
54344,-1,,,,,ON,Algoma,FT11
54345,-1,,,,,ON,Plummer Additional,FT11
54346,-1,,,,,ON,Algoma,FT11
54347,-1,,,,,ON,Terrace Bay,FT11
54348,-1,,,,,ON,Muskoka Lakes,FT11
54349,-1,,,,,ON,Algoma,FT11
54350,-1,,,,,ON,Sault Ste. Marie,FT11
54351,-1,,,,,ON,Prince,FT11
54352,-1,,,,,ON,Algoma,FT11
54353,-1,,,,,ON,Chatham-Kent,FT11
54354,-1,,,,,ON,Algoma,FT11
54355,-1,,,,,ON,Algoma,FT11
54356,-1,,,,,ON,Parry Sound,FT11
54357,-1,,,,,ON,Parry Sound,FT11
54358,-1,,,,,ON,Muskoka Lakes,FT11
54359,-1,,,,,ON,Kawartha Lakes,FT11
54360,-1,,,,,ON,Algoma,FT11
54361,-1,,,,,ON,Algoma,FT11
54362,-1,,,,,ON,Algoma,FT11
54363,-1,,,,,ON,Algoma,FT11
54364,-1,,,,,ON,Algoma,FT11
54365,-1,,,,,ON,Algoma,FT11
54366,-1,,,,,ON,Algoma,FT11
54367,-1,,,,,ON,Sault Ste. Marie,FT11
54368,-1,,,,,ON,Algoma,FT11
54369,-1,,,,,ON,Sault Ste. Marie,FT11
54370,-1,,,,,ON,Algoma,FT11
54371,-1,,,,,ON,Killarney,FT11
54372,-1,,,,,ON,Algoma,FT11
54373,-1,,,,,ON,Marathon,FT11
54374,-1,,,,,ON,Thunder Bay,FT11
54375,-1,,,,,ON,Algoma,FT11
54376,-1,,,,,ON,Algoma,FT11
54377,-1,,,,,ON,Sault Ste. Marie,FT11
54378,-1,,,,,ON,Algoma,FT11
54379,-1,,,,,ON,Chatham-Kent,FT11
54380,-1,,,,,ON,Carling,FT11
54381,-1,,,,,ON,Algoma,FT11
54382,-1,,,,,ON,Chatham-Kent,FT11
54383,-1,,,,,ON,Adjala-Tosorontio,FT11
54384,-1,,,,,ON,Algoma,FT11
54385,-1,,,,,ON,Algoma,FT11
54386,-1,,,,,ON,Algoma,FT11
54387,-1,,,,,ON,Algoma,FT11
54388,-1,,,,,ON,Sault Ste. Marie,FT11
54389,-1,,,,,ON,Algoma,FT11
54390,-1,,,,,ON,Algoma,FT11
54391,-1,,,,,ON,Algoma,FT11
54392,-1,,,,,ON,Muskoka Lakes,FT11
54393,-1,,,,,ON,Algoma,FT11
54394,-1,,,,,ON,Algoma,FT11
54395,-1,,,,,ON,Algoma,FT11
54396,-1,,,,,ON,Adjala-Tosorontio,FT11
54397,-1,,,,,ON,Algoma,FT11
54398,-1,,,,,ON,Algoma,FT11
54399,-1,,,,,ON,Carling,FT11
54400,-1,,,,,ON,Algoma,FT11
54401,-1,,,,,ON,Adjala-Tosorontio,FT11
54402,-1,,,,,ON,Parry Sound,FT11
54403,-1,,,,,ON,Algoma,FT11
54404,-1,,,,,ON,Algoma,FT11
54405,-1,,,,,ON,Thunder Bay,FT11
54406,-1,,,,,ON,Algoma,FT11
54407,-1,,,,,ON,Algoma,FT11
54408,-1,,,,,ON,Sault Ste. Marie,FT11
54409,-1,,,,,ON,Sault Ste. Marie,FT11
54410,-1,,,,,ON,Lambton Shores,FT11
54411,-1,,,,,ON,Algoma,FT11
54412,-1,,,,,ON,Sault Ste. Marie,FT11
54413,-1,,,,,ON,Ramara,FT11
54414,-1,,,,,ON,Algoma,FT11
54415,-1,,,,,ON,Wawa,FT11
54416,-1,,,,,ON,Wawa,FT11
54417,-1,,,,,ON,Algoma,FT11
54418,-1,,,,,ON,Algoma,FT11
54419,-1,,,,,ON,Algoma,FT11
54420,-1,,,,,ON,Muskoka Lakes,FT11
54421,-1,,,,,ON,Parry Sound,FT11
54422,-1,,,,,ON,Thunder Bay,FT11
54423,-1,,,,,ON,Algoma,FT11
54424,-1,,,,,ON,Sault Ste. Marie,FT11
54425,-1,,,,,ON,Algoma,FT11
54426,-1,,,,,ON,Sault Ste. Marie,FT11
54427,-1,,,,,ON,Otonabee-South Monaghan,FT11
54428,-1,,,,,ON,Sault Ste. Marie,FT11
54429,-1,,,,,ON,Algoma,FT11
54430,-1,,,,,ON,Algoma,FT11
54431,-1,,,,,ON,Algoma,FT11
54432,-1,,,,,ON,Kawartha Lakes,FT11
54433,-1,,,,,ON,Algoma,FT11
54434,-1,,,,,ON,Chatham-Kent,FT11
54435,-1,,,,,ON,Carling,FT11
54436,-1,,,,,ON,Algoma,FT11
54437,-1,,,,,ON,Adjala-Tosorontio,FT11
54438,-1,,,,,ON,Algoma,FT11
54439,-1,,,,,ON,Algoma,FT11
54440,-1,,,,,ON,Algoma,FT11
54441,-1,,,,,ON,Blind River,FT11
54442,-1,,,,,ON,Algoma,FT11
54443,-1,,,,,ON,Sault Ste. Marie,FT11
54444,-1,,,,,ON,Algoma,FT11
54445,-1,,,,,ON,Algoma,FT11
54446,-1,,,,,ON,Killarney,FT11
54447,-1,,,,,ON,Adjala-Tosorontio,FT11
54448,-1,,,,,ON,Algoma,FT11
54449,-1,,,,,ON,Algoma,FT11
54450,-1,,,,,ON,Killarney,FT11
54451,-1,,,,,ON,Kawartha Lakes,FT11
54452,-1,,,,,ON,Parry Sound,FT11
54453,-1,,,,,ON,Algoma,FT11
54454,-1,,,,,ON,Algoma,FT11
54455,-1,,,,,ON,Algoma,FT11
54456,-1,,,,,ON,Algoma,FT11
54457,-1,,,,,ON,Algoma,FT11
54458,-1,,,,,ON,Algoma,FT11
54459,-1,,,,,ON,Sault Ste. Marie,FT11
54460,-1,,,,,ON,Sault Ste. Marie,FT11
54461,-1,,,,,ON,Sault Ste. Marie,FT11
54462,-1,,,,,ON,Sault Ste. Marie,FT11
54463,-1,,,,,ON,Algoma,FT11
54464,-1,,,,,ON,Prince,FT11
54465,-1,,,,,ON,Algoma,FT11
54466,-1,,,,,ON,Algoma,FT11
54467,-1,,,,,ON,Thunder Bay,FT11
54468,-1,,,,,ON,Algoma,FT11
54469,-1,,,,,ON,Algoma,FT11
54470,-1,,,,,ON,Algoma,FT11
54471,-1,,,,,ON,Algoma,FT11
54472,-1,,,,,ON,Algoma,FT11
54473,-1,,,,,ON,Algoma,FT11
54474,-1,,,,,ON,Chatham-Kent,FT11
54475,-1,,,,,ON,Algoma,FT11
54476,-1,,,,,ON,Algoma,FT11
54477,-1,,,,,ON,Ramara,FT11
54478,-1,,,,,ON,Thunder Bay,FT11
54479,-1,,,,,ON,Algoma,FT11
54480,-1,,,,,ON,Cochrane,FT11
54481,-1,,,,,ON,Adjala-Tosorontio,FT11
54482,-1,,,,,ON,Sault Ste. Marie,FT11
54483,-1,,,,,ON,Sault Ste. Marie,FT11
54484,-1,,,,,ON,Sault Ste. Marie,FT11
54485,-1,,,,,ON,Sault Ste. Marie,FT11
54486,-1,,,,,ON,Algoma,FT11
54487,-1,,,,,ON,Sault Ste. Marie,FT11
54488,-1,,,,,ON,Prince,FT11
54489,-1,,,,,ON,Algoma,FT11
54490,-1,,,,,ON,Algoma,FT11
54491,-1,,,,,ON,Algoma,FT11
54492,-1,,,,,ON,Algoma,FT11
54493,-1,,,,,ON,Algoma,FT11
54494,-1,,,,,ON,Algoma,FT11
54495,-1,,,,,ON,Sault Ste. Marie,FT11
54496,-1,,,,,ON,Algoma,FT11
54497,-1,,,,,ON,Chatham-Kent,FT11
54498,-1,,,,,ON,Killarney,FT11
54499,-1,,,,,ON,Algoma,FT11
54500,-1,,,,,ON,Sault Ste. Marie,FT11
54501,-1,,,,,ON,Algoma,FT11
54502,-1,,,,,ON,Algoma,FT11
54503,-1,,,,,ON,Adjala-Tosorontio,FT11
54504,-1,,,,,ON,Algoma,FT11
54505,-1,,,,,ON,Sault Ste. Marie,FT11
54506,-1,,,,,ON,Nipigon,FT11
54507,-1,,,,,ON,Sault Ste. Marie,FT11
54508,-1,,,,,ON,Schreiber,FT11
54509,-1,,,,,ON,Algoma,FT11
54510,-1,,,,,ON,Sault Ste. Marie,FT11
54511,-1,,,,,ON,Sault Ste. Marie,FT11
54512,-1,,,,,ON,Algoma,FT11
54513,-1,,,,,ON,Thunder Bay,FT11
54514,-1,,,,,ON,Prince,FT11
54515,-1,,,,,ON,Killarney,FT11
54516,-1,,,,,ON,Adjala-Tosorontio,FT11
54517,-1,,,,,ON,Val Rita-Harty,FT11
54518,-1,,,,,ON,Moonbeam,FT11
54519,-1,,,,,ON,Cochrane,FT11
54520,-1,,,,,ON,Fauquier-Strickland,FT11
54521,-1,,,,,ON,Moonbeam,FT11
54522,-1,,,,,ON,Fauquier-Strickland,FT11
54523,-1,,,,,ON,Mattice-Val Côté,FT11
54524,-1,,,,,ON,Fauquier-Strickland,FT11
54525,-1,,,,,ON,Cochrane,FT11
54526,-1,,,,,ON,Cochrane,FT11
54527,-1,,,,,ON,Kapuskasing,FT11
54528,-1,,,,,ON,Val Rita-Harty,FT11
54529,-1,,,,,ON,Fauquier-Strickland,FT11
54530,-1,,,,,ON,Moonbeam,FT11
54531,-1,,,,,ON,Cochrane,FT11
54532,-1,,,,,ON,Cochrane,FT11
54533,-1,,,,,ON,Cochrane,FT11
54534,-1,,,,,ON,Moonbeam,FT11
54535,-1,,,,,ON,Moonbeam,FT11
54536,-1,,,,,ON,Moonbeam,FT11
54537,-1,,,,,ON,Moonbeam,FT11
54538,-1,,,,,ON,Cochrane,FT11
54539,-1,,,,,ON,Cochrane,FT11
54540,-1,,,,,ON,Moonbeam,FT11
54541,-1,,,,,ON,Val Rita-Harty,FT11
54542,-1,,,,,ON,Opasatika,FT11
54543,-1,,,,,ON,Moonbeam,FT11
54544,-1,,,,,ON,Moonbeam,FT11
54545,-1,,,,,ON,Moonbeam,FT11
54546,-1,,,,,ON,Cochrane,FT11
54547,-1,,,,,ON,Fauquier-Strickland,FT11
54548,-1,,,,,ON,Cochrane,FT11
54549,-1,,,,,ON,Fauquier-Strickland,FT11
54550,-1,,,,,ON,Moonbeam,FT11
54551,-1,,,,,ON,Moonbeam,FT11
54552,-1,,,,,ON,Cochrane,FT11
54553,-1,,,,,ON,Kapuskasing,FT11
54554,-1,,,,,ON,Cochrane,FT11
54555,-1,,,,,ON,Kapuskasing,FT11
54556,-1,,,,,ON,Moonbeam,FT11
54557,-1,,,,,ON,Moonbeam,FT11
54558,-1,,,,,ON,Cochrane,FT11
54559,-1,,,,,ON,Kapuskasing,FT11
54560,-1,,,,,ON,Moonbeam,FT11
54561,-1,,,,,ON,Moonbeam,FT11
54562,-1,,,,,ON,Kapuskasing,FT11
54563,-1,,,,,ON,Moonbeam,FT11
54564,-1,,,,,ON,Kapuskasing,FT11
54565,-1,,,,,ON,Moonbeam,FT11
54566,-1,,,,,ON,Cochrane,FT11
54567,-1,,,,,ON,Fauquier-Strickland,FT11
54568,-1,,,,,ON,Cochrane,FT11
54569,-1,,,,,ON,Moonbeam,FT11
54570,-1,,,,,ON,Moonbeam,FT11
54571,-1,,,,,ON,Mattice-Val Côté,FT11
54572,-1,,,,,ON,Kapuskasing,FT11
54573,-1,,,,,ON,Moonbeam,FT11
54574,-1,,,,,ON,Opasatika,FT11
54575,-1,,,,,ON,Fauquier-Strickland,FT11
54576,-1,,,,,ON,Moonbeam,FT11
54577,-1,,,,,ON,Opasatika,FT11
54578,-1,,,,,ON,Cochrane,FT11
54579,-1,,,,,ON,Moonbeam,FT11
54580,-1,,,,,ON,Cochrane,FT11
54581,-1,,,,,ON,Moonbeam,FT11
54582,-1,,,,,ON,Moonbeam,FT11
54583,-1,,,,,ON,Cochrane,FT11
54584,-1,,,,,ON,Kapuskasing,FT11
54585,-1,,,,,ON,Cochrane,FT11
54586,-1,,,,,ON,Moonbeam,FT11
54587,-1,,,,,ON,Moonbeam,FT11
54588,-1,,,,,ON,Cochrane,FT11
54589,-1,,,,,ON,Mattice-Val Côté,FT11
54590,-1,,,,,ON,Val Rita-Harty,FT11
54591,-1,,,,,ON,Cochrane,FT11
54592,-1,,,,,ON,Cochrane,FT11
54593,-1,,,,,ON,Cochrane,FT11
54594,-1,,,,,ON,Val Rita-Harty,FT11
54595,-1,,,,,ON,Moonbeam,FT11
54596,-1,,,,,ON,Mattice-Val Côté,FT11
54597,-1,,,,,ON,Cochrane,FT11
54598,-1,,,,,ON,Cochrane,FT11
54599,-1,,,,,ON,Fauquier-Strickland,FT11
54600,-1,,,,,ON,Algoma,FT11
54601,-1,,,,,ON,Cochrane,FT11
54602,-1,,,,,ON,Cochrane,FT11
54603,-1,,,,,ON,Opasatika,FT11
54604,-1,,,,,ON,Cochrane,FT11
54605,-1,,,,,ON,Cochrane,FT11
54606,-1,,,,,ON,Moonbeam,FT11
54607,-1,,,,,ON,Moonbeam,FT11
54608,-1,,,,,ON,Moonbeam,FT11
54609,-1,,,,,ON,Cochrane,FT11
54610,-1,,,,,ON,Cochrane,FT11
54611,-1,,,,,ON,Fauquier-Strickland,FT11
54612,-1,,,,,ON,Cochrane,FT11
54613,-1,,,,,ON,Moonbeam,FT11
54614,-1,,,,,ON,Moonbeam,FT11
54615,-1,,,,,ON,Algoma,FT11
54616,-1,,,,,ON,Fauquier-Strickland,FT11
54617,-1,,,,,ON,Cochrane,FT11
54618,-1,,,,,ON,Moonbeam,FT11
54619,-1,,,,,ON,Kapuskasing,FT11
54620,-1,,,,,ON,Moonbeam,FT11
54621,-1,,,,,ON,Mattice-Val Côté,FT11
54622,-1,,,,,ON,Moonbeam,FT11
54623,-1,,,,,ON,Moonbeam,FT11
54624,-1,,,,,ON,Cochrane,FT11
54625,-1,,,,,ON,Mattice-Val Côté,FT11
54626,-1,,,,,ON,Cochrane,FT11
54627,-1,,,,,ON,Cochrane,FT11
54628,-1,,,,,ON,Cochrane,FT11
54629,-1,,,,,ON,Moonbeam,FT11
54630,-1,,,,,ON,Cochrane,FT11
54631,-1,,,,,ON,Cochrane,FT11
54632,-1,,,,,ON,Fauquier-Strickland,FT11
54633,-1,,,,,ON,Moonbeam,FT11
54634,-1,,,,,ON,Kapuskasing,FT11
54635,-1,,,,,ON,Opasatika,FT11
54636,-1,,,,,ON,Moonbeam,FT11
54637,-1,,,,,ON,Mattice-Val Côté,FT11
54638,-1,,,,,ON,Cochrane,FT11
54639,-1,,,,,ON,Moonbeam,FT11
54640,-1,,,,,ON,Val Rita-Harty,FT11
54641,-1,,,,,ON,Cochrane,FT11
54642,-1,,,,,ON,Mattice-Val Côté,FT11
54643,-1,,,,,ON,Mattice-Val Côté,FT11
54644,-1,,,,,ON,Mattice-Val Côté,FT11
54645,-1,,,,,ON,Algoma,FT11
54646,-1,,,,,ON,Moonbeam,FT11
54647,-1,,,,,ON,Kapuskasing,FT11
54648,-1,,,,,ON,Cochrane,FT11
54649,-1,,,,,ON,Cochrane,FT11
54650,-1,,,,,ON,Moonbeam,FT11
54651,-1,,,,,ON,Val Rita-Harty,FT11
54652,-1,,,,,ON,Cochrane,FT11
54653,-1,,,,,ON,Moonbeam,FT11
54654,-1,,,,,ON,Algoma,FT11
54655,-1,,,,,ON,Moonbeam,FT11
54656,-1,,,,,ON,Moonbeam,FT11
54657,-1,,,,,ON,Cochrane,FT11
54658,-1,,,,,ON,Val Rita-Harty,FT11
54659,-1,,,,,ON,Moonbeam,FT11
54660,-1,,,,,ON,Fauquier-Strickland,FT11
54661,-1,,,,,ON,Cochrane,FT11
54662,-1,,,,,ON,Kapuskasing,FT11
54663,-1,,,,,ON,Kapuskasing,FT11
54664,-1,,,,,ON,Kapuskasing,FT11
54665,-1,,,,,ON,Fauquier-Strickland,FT11
54666,-1,,,,,ON,Cochrane,FT11
54667,-1,,,,,ON,Moonbeam,FT11
54668,-1,,,,,ON,Opasatika,FT11
54669,-1,,,,,ON,Val Rita-Harty,FT11
54670,-1,,,,,ON,Val Rita-Harty,FT11
54671,-1,,,,,ON,Val Rita-Harty,FT11
54672,-1,,,,,ON,Cochrane,FT11
54673,-1,,,,,ON,Cochrane,FT11
54674,-1,,,,,ON,Cochrane,FT11
54675,-1,,,,,ON,Cochrane,FT11
54676,-1,,,,,ON,Kapuskasing,FT11
54677,-1,,,,,ON,Moonbeam,FT11
54678,-1,,,,,ON,Kapuskasing,FT11
54679,-1,,,,,ON,Cochrane,FT11
54680,-1,,,,,ON,Moonbeam,FT11
54681,-1,,,,,ON,Val Rita-Harty,FT11
54682,-1,,,,,ON,Fauquier-Strickland,FT11
54683,-1,,,,,ON,Cochrane,FT11
54684,-1,,,,,ON,Moonbeam,FT11
54685,-1,,,,,ON,Mattice-Val Côté,FT11
54686,-1,,,,,ON,Opasatika,FT11
54687,-1,,,,,ON,Opasatika,FT11
54688,-1,,,,,ON,Val Rita-Harty,FT11
54689,-1,,,,,ON,Moonbeam,FT11
54690,-1,,,,,ON,Cochrane,FT11
54691,-1,,,,,ON,Moonbeam,FT11
54692,-1,,,,,ON,Cochrane,FT11
54693,-1,,,,,ON,Cochrane,FT11
54694,-1,,,,,ON,Moonbeam,FT11
54695,-1,,,,,ON,Fauquier-Strickland,FT11
54696,-1,,,,,ON,Moonbeam,FT11
54697,-1,,,,,ON,Cochrane,FT11
54698,-1,,,,,ON,Cochrane,FT11
54699,-1,,,,,ON,Opasatika,FT11
54700,-1,,,,,ON,Opasatika,FT11
54701,-1,,,,,ON,Kapuskasing,FT11
54702,-1,,,,,ON,Val Rita-Harty,FT11
54703,-1,,,,,ON,Moonbeam,FT11
54704,-1,,,,,ON,Fauquier-Strickland,FT11
54705,-1,,,,,ON,Cochrane,FT11
54706,-1,,,,,ON,Cochrane,FT11
54707,-1,,,,,ON,Cochrane,FT11
54708,-1,,,,,ON,Fauquier-Strickland,FT11
54709,-1,,,,,ON,Cochrane,FT11
54710,-1,,,,,ON,Caledon,FT11
54711,-1,,,,,ON,Caledon,FT11
54712,-1,,,,,ON,Caledon,FT11
54713,-1,,,,,ON,Caledon,FT11
54714,-1,,,,,ON,Caledon,FT11
54715,-1,,,,,ON,Caledon,FT11
54716,-1,,,,,ON,Caledon,FT11
54717,-1,,,,,ON,Caledon,FT11
54718,-1,,,,,ON,Caledon,FT11
54719,-1,,,,,ON,Caledon,FT11
54720,-1,,,,,ON,Caledon,FT11
54721,-1,,,,,ON,Caledon,FT11
54722,-1,,,,,ON,Halton Hills,FT11
54723,-1,,,,,ON,Caledon,FT11
54724,-1,,,,,ON,Caledon,FT11
54725,-1,,,,,ON,Caledon,FT11
54726,-1,,,,,ON,Caledon,FT11
54727,-1,,,,,ON,King,FT11
54728,-1,,,,,ON,Caledon,FT11
54729,-1,,,,,ON,Caledon,FT11
54730,-1,,,,,ON,Caledon,FT11
54731,-1,,,,,ON,Caledon,FT11
54732,-1,,,,,ON,Halton Hills,FT11
54733,-1,,,,,ON,Caledon,FT11
54734,-1,,,,,ON,Caledon,FT11
54735,-1,,,,,ON,Caledon,FT11
54736,-1,,,,,ON,Caledon,FT11
54737,-1,,,,,ON,Caledon,FT11
54738,-1,,,,,ON,Caledon,FT11
54739,-1,,,,,ON,Caledon,FT11
54740,-1,,,,,ON,Caledon,FT11
54741,-1,,,,,ON,Caledon,FT11
54742,-1,,,,,ON,Caledon,FT11
54743,-1,,,,,ON,Caledon,FT11
54744,-1,,,,,ON,Halton Hills,FT11
54745,-1,,,,,ON,Caledon,FT11
54746,-1,,,,,ON,Halton Hills,FT11
54747,-1,,,,,ON,Caledon,FT11
54748,-1,,,,,ON,Caledon,FT11
54749,-1,,,,,ON,Caledon,FT11
54750,-1,,,,,ON,Caledon,FT11
54751,-1,,,,,ON,Mono,FT11
54752,-1,,,,,ON,Caledon,FT11
54753,-1,,,,,ON,Caledon,FT11
54754,-1,,,,,ON,Caledon,FT11
54755,-1,,,,,ON,Caledon,FT11
54756,-1,,,,,ON,Caledon,FT11
54757,-1,,,,,ON,Mono,FT11
54758,-1,,,,,ON,Caledon,FT11
54759,-1,,,,,ON,Caledon,FT11
54760,-1,,,,,ON,Caledon,FT11
54761,-1,,,,,ON,Caledon,FT11
54762,-1,,,,,ON,Caledon,FT11
54763,-1,,,,,ON,Halton Hills,FT11
54764,-1,,,,,ON,Caledon,FT11
54765,-1,,,,,ON,Caledon,FT11
54766,-1,,,,,ON,Caledon,FT11
54767,-1,,,,,ON,Caledon,FT11
54768,-1,,,,,ON,Caledon,FT11
54769,-1,,,,,ON,Caledon,FT11
54770,-1,,,,,ON,Caledon,FT11
54771,-1,,,,,ON,Mono,FT11
54772,-1,,,,,ON,Caledon,FT11
54773,-1,,,,,ON,Caledon,FT11
54774,-1,,,,,ON,Caledon,FT11
54775,-1,,,,,ON,Caledon,FT11
54776,-1,,,,,ON,Caledon,FT11
54777,-1,,,,,ON,Brampton,FT11
54778,-1,,,,,ON,Brampton,FT11
54779,-1,,,,,ON,Brampton,FT11
54780,-1,,,,,ON,Mississauga,FT11
54781,-1,,,,,ON,Brampton,FT11
54782,-1,,,,,ON,Caledon,FT11
54783,-1,,,,,ON,Brampton,FT11
54784,-1,,,,,ON,Brampton,FT11
54785,-1,,,,,ON,Brampton,FT11
54786,-1,,,,,ON,Brampton,FT11
54787,-1,,,,,ON,Brampton,FT11
54788,-1,,,,,ON,Brampton,FT11
54789,-1,,,,,ON,Mississauga,FT11
54790,-1,,,,,ON,Mississauga,FT11
54791,-1,,,,,ON,Mississauga,FT11
54792,-1,,,,,ON,Mississauga,FT11
54793,-1,,,,,ON,Mississauga,FT11
54794,-1,,,,,ON,Mississauga,FT11
54795,-1,,,,,ON,Mississauga,FT11
54796,-1,,,,,ON,Mississauga,FT11
54797,-1,,,,,ON,Mississauga,FT11
54798,-1,,,,,ON,Mississauga,FT11
54799,-1,,,,,ON,Brampton,FT11
54800,-1,,,,,ON,Brampton,FT11
54801,-1,,,,,ON,Brampton,FT11
54802,-1,,,,,ON,Brampton,FT11
54803,-1,,,,,ON,Brampton,FT11
54804,-1,,,,,ON,Caledon,FT11
54805,-1,,,,,ON,Caledon,FT11
54806,-1,,,,,ON,Halton Hills,FT11
54807,-1,,,,,ON,Brampton,FT11
54808,-1,,,,,ON,Brampton,FT11
54809,-1,,,,,ON,Caledon,FT11
54810,-1,,,,,ON,Brampton,FT11
54811,-1,,,,,ON,Brampton,FT11
54812,-1,,,,,ON,Brampton,FT11
54813,-1,,,,,ON,Brampton,FT11
54814,-1,,,,,ON,Brampton,FT11
54815,-1,,,,,ON,Brampton,FT11
54816,-1,,,,,ON,Brampton,FT11
54817,-1,,,,,ON,Brampton,FT11
54818,-1,,,,,ON,Caledon,FT11
54819,-1,,,,,ON,Caledon,FT11
54820,-1,,,,,ON,Brampton,FT11
54821,-1,,,,,ON,Brampton,FT11
54822,-1,,,,,ON,Caledon,FT11
54823,-1,,,,,ON,Caledon,FT11
54824,-1,,,,,ON,Halton Hills,FT11
54825,-1,,,,,ON,Halton Hills,FT11
54826,-1,,,,,ON,Brampton,FT11
54827,-1,,,,,ON,Brampton,FT11
54828,-1,,,,,ON,Brampton,FT11
54829,-1,,,,,ON,Brampton,FT11
54830,-1,,,,,ON,Brampton,FT11
54831,-1,,,,,ON,Brampton,FT11
54832,-1,,,,,ON,Brampton,FT11
54833,-1,,,,,ON,Brampton,FT11
54834,-1,,,,,ON,Brampton,FT11
54835,-1,,,,,ON,Brampton,FT11
54836,-1,,,,,ON,Brampton,FT11
54837,-1,,,,,ON,Caledon,FT11
54838,-1,,,,,ON,Brampton,FT11
54839,-1,,,,,ON,Brampton,FT11
54840,-1,,,,,ON,Brampton,FT11
54841,-1,,,,,ON,Brampton,FT11
54842,-1,,,,,ON,Brampton,FT11
54843,-1,,,,,ON,Brampton,FT11
54844,-1,,,,,ON,Brampton,FT11
54845,-1,,,,,ON,Brampton,FT11
54846,-1,,,,,ON,Brampton,FT11
54847,-1,,,,,ON,Brampton,FT11
54848,-1,,,,,ON,Brampton,FT11
54849,-1,,,,,ON,Brampton,FT11
54850,-1,,,,,ON,Brampton,FT11
54851,-1,,,,,ON,Brampton,FT11
54852,-1,,,,,ON,Brampton,FT11
54853,-1,,,,,ON,Brampton,FT11
54854,-1,,,,,ON,Mississauga,FT11
54855,-1,,,,,ON,Mississauga,FT11
54856,-1,,,,,ON,Caledon,FT11
54857,-1,,,,,ON,Caledon,FT11
54858,-1,,,,,ON,Mississauga,FT11
54859,-1,,,,,ON,Mississauga,FT11
54860,-1,,,,,ON,Brampton,FT11
54861,-1,,,,,ON,Brampton,FT11
54862,-1,,,,,ON,Brampton,FT11
54863,-1,,,,,ON,Brampton,FT11
54864,-1,,,,,ON,Brampton,FT11
54865,-1,,,,,ON,Brampton,FT11
54866,-1,,,,,ON,Brampton,FT11
54867,-1,,,,,ON,Brampton,FT11
54868,-1,,,,,ON,Brampton,FT11
54869,-1,,,,,ON,Brampton,FT11
54870,-1,,,,,ON,Brampton,FT11
54871,-1,,,,,ON,Brampton,FT11
54872,-1,,,,,ON,Brampton,FT11
54873,-1,,,,,ON,Brampton,FT11
54874,-1,,,,,ON,Brampton,FT11
54875,-1,,,,,ON,Brampton,FT11
54876,-1,,,,,ON,Brampton,FT11
54877,-1,,,,,ON,Brampton,FT11
54878,-1,,,,,ON,Brampton,FT11
54879,-1,,,,,ON,Brampton,FT11
54880,-1,,,,,ON,Brampton,FT11
54881,-1,,,,,ON,Brampton,FT11
54882,-1,,,,,ON,Brampton,FT11
54883,-1,,,,,ON,Brampton,FT11
54884,-1,,,,,ON,Brampton,FT11
54885,-1,,,,,ON,Brampton,FT11
54886,-1,,,,,ON,Brampton,FT11
54887,-1,,,,,ON,Brampton,FT11
54888,-1,,,,,ON,Brampton,FT11
54889,-1,,,,,ON,Brampton,FT11
54890,-1,,,,,ON,Mississauga,FT11
54891,-1,,,,,ON,Brampton,FT11
54892,-1,,,,,ON,Brampton,FT11
54893,-1,,,,,ON,Caledon,FT11
54894,-1,,,,,ON,Caledon,FT11
54895,-1,,,,,ON,Caledon,FT11
54896,-1,,,,,ON,Brampton,FT11
